Day,"Campaign ID","Campaign name",Impressions,"Link clicks","Amount spent (USD)","Reporting starts","Reporting ends"
2025-09-26,120211848833150312,"Traffic Video FB-Insta with recommended settings",7204,340,45.35,2025-09-26,2025-09-26
2025-09-26,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-09-26,2025-09-26
2025-09-25,120211636986650312,"FB catalog",0,,0,2025-09-25,2025-09-25
2025-09-25,120211848833150312,"Traffic Video FB-Insta with recommended settings",6829,417,63.25,2025-09-25,2025-09-25
2025-09-25,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-09-25,2025-09-25
2025-09-24,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-09-24,2025-09-24
2025-09-24,120211636986650312,"FB catalog",0,,0,2025-09-24,2025-09-24
2025-09-24,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-09-24,2025-09-24
2025-09-23,120211636986650312,"FB catalog",0,,0,2025-09-23,2025-09-23
2025-09-23,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-09-23,2025-09-23
2025-09-23,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-09-23,2025-09-23
2025-09-22,120211636986650312,"FB catalog",0,,0,2025-09-22,2025-09-22
2025-09-22,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-09-22,2025-09-22
2025-09-22,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-09-22,2025-09-22
2025-09-21,120211636986650312,"FB catalog",0,,0,2025-09-21,2025-09-21
2025-09-21,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-09-21,2025-09-21
2025-09-21,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-09-21,2025-09-21
2025-09-20,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-09-20,2025-09-20
2025-09-20,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-09-20,2025-09-20
2025-09-20,120211636986650312,"FB catalog",0,,0,2025-09-20,2025-09-20
2025-09-19,120211636986650312,"FB catalog",0,,0,2025-09-19,2025-09-19
2025-09-19,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-09-19,2025-09-19
2025-09-19,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-09-19,2025-09-19
2025-09-18,120211636986650312,"FB catalog",0,,0,2025-09-18,2025-09-18
2025-09-18,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-09-18,2025-09-18
2025-09-18,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-09-18,2025-09-18
2025-09-17,120211636986650312,"FB catalog",0,,0,2025-09-17,2025-09-17
2025-09-17,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-09-17,2025-09-17
2025-09-17,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-09-17,2025-09-17
2025-09-16,120211636986650312,"FB catalog",0,,0,2025-09-16,2025-09-16
2025-09-16,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-09-16,2025-09-16
2025-09-16,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-09-16,2025-09-16
2025-09-15,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-09-15,2025-09-15
2025-09-15,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-09-15,2025-09-15
2025-09-15,120211636986650312,"FB catalog",0,,0,2025-09-15,2025-09-15
2025-09-14,120211636986650312,"FB catalog",0,,0,2025-09-14,2025-09-14
2025-09-14,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-09-14,2025-09-14
2025-09-14,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-09-14,2025-09-14
2025-09-13,120211636986650312,"FB catalog",0,,0,2025-09-13,2025-09-13
2025-09-13,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-09-13,2025-09-13
2025-09-13,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-09-13,2025-09-13
2025-09-12,120211636986650312,"FB catalog",0,,0,2025-09-12,2025-09-12
2025-09-12,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-09-12,2025-09-12
2025-09-12,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-09-12,2025-09-12
2025-09-11,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-09-11,2025-09-11
2025-09-11,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-09-11,2025-09-11
2025-09-11,120211636986650312,"FB catalog",0,,0,2025-09-11,2025-09-11
2025-09-10,120211636986650312,"FB catalog",0,,0,2025-09-10,2025-09-10
2025-09-10,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-09-10,2025-09-10
2025-09-10,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-09-10,2025-09-10
2025-09-09,120211636986650312,"FB catalog",0,,0,2025-09-09,2025-09-09
2025-09-09,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-09-09,2025-09-09
2025-09-09,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-09-09,2025-09-09
2025-09-08,120211636986650312,"FB catalog",0,,0,2025-09-08,2025-09-08
2025-09-08,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-09-08,2025-09-08
2025-09-08,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-09-08,2025-09-08
2025-09-07,120211636986650312,"FB catalog",0,,0,2025-09-07,2025-09-07
2025-09-07,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-09-07,2025-09-07
2025-09-07,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-09-07,2025-09-07
2025-09-06,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-09-06,2025-09-06
2025-09-06,120211636986650312,"FB catalog",0,,0,2025-09-06,2025-09-06
2025-09-06,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-09-06,2025-09-06
2025-09-05,120211636986650312,"FB catalog",0,,0,2025-09-05,2025-09-05
2025-09-05,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-09-05,2025-09-05
2025-09-05,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-09-05,2025-09-05
2025-09-04,120211636986650312,"FB catalog",0,,0,2025-09-04,2025-09-04
2025-09-04,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-09-04,2025-09-04
2025-09-04,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-09-04,2025-09-04
2025-09-03,120211636986650312,"FB catalog",0,,0,2025-09-03,2025-09-03
2025-09-03,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-09-03,2025-09-03
2025-09-03,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-09-03,2025-09-03
2025-09-02,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-09-02,2025-09-02
2025-09-02,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-09-02,2025-09-02
2025-09-02,120211636986650312,"FB catalog",0,,0,2025-09-02,2025-09-02
2025-09-01,120211636986650312,"FB catalog",0,,0,2025-09-01,2025-09-01
2025-09-01,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-09-01,2025-09-01
2025-09-01,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-09-01,2025-09-01
2025-08-31,120211636986650312,"FB catalog",0,,0,2025-08-31,2025-08-31
2025-08-31,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-08-31,2025-08-31
2025-08-31,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-08-31,2025-08-31
2025-08-30,120211636986650312,"FB catalog",0,,0,2025-08-30,2025-08-30
2025-08-30,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-08-30,2025-08-30
2025-08-30,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-08-30,2025-08-30
2025-08-29,120211636986650312,"FB catalog",0,,0,2025-08-29,2025-08-29
2025-08-29,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-08-29,2025-08-29
2025-08-29,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-08-29,2025-08-29
2025-08-28,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-08-28,2025-08-28
2025-08-28,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-08-28,2025-08-28
2025-08-28,120211636986650312,"FB catalog",0,,0,2025-08-28,2025-08-28
2025-08-27,120211636986650312,"FB catalog",0,,0,2025-08-27,2025-08-27
2025-08-27,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-08-27,2025-08-27
2025-08-27,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-08-27,2025-08-27
2025-08-26,120211636986650312,"FB catalog",0,,0,2025-08-26,2025-08-26
2025-08-26,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-08-26,2025-08-26
2025-08-26,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-08-26,2025-08-26
2025-08-25,120211636986650312,"FB catalog",0,,0,2025-08-25,2025-08-25
2025-08-25,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-08-25,2025-08-25
2025-08-25,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-08-25,2025-08-25
2025-08-24,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-08-24,2025-08-24
2025-08-24,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-08-24,2025-08-24
2025-08-24,120211636986650312,"FB catalog",0,,0,2025-08-24,2025-08-24
2025-08-23,120211636986650312,"FB catalog",0,,0,2025-08-23,2025-08-23
2025-08-23,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-08-23,2025-08-23
2025-08-23,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-08-23,2025-08-23
2025-08-22,120211636986650312,"FB catalog",0,,0,2025-08-22,2025-08-22
2025-08-22,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-08-22,2025-08-22
2025-08-22,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-08-22,2025-08-22
2025-08-21,120211636986650312,"FB catalog",0,,0,2025-08-21,2025-08-21
2025-08-21,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-08-21,2025-08-21
2025-08-21,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-08-21,2025-08-21
2025-08-20,120211636986650312,"FB catalog",0,,0,2025-08-20,2025-08-20
2025-08-20,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-08-20,2025-08-20
2025-08-20,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-08-20,2025-08-20
2025-08-19,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-08-19,2025-08-19
2025-08-19,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-08-19,2025-08-19
2025-08-19,120211636986650312,"FB catalog",0,,0,2025-08-19,2025-08-19
2025-08-18,120211636986650312,"FB catalog",0,,0,2025-08-18,2025-08-18
2025-08-18,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-08-18,2025-08-18
2025-08-18,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-08-18,2025-08-18
2025-08-17,120211636986650312,"FB catalog",0,,0,2025-08-17,2025-08-17
2025-08-17,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-08-17,2025-08-17
2025-08-17,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-08-17,2025-08-17
2025-08-16,120211636986650312,"FB catalog",0,,0,2025-08-16,2025-08-16
2025-08-16,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-08-16,2025-08-16
2025-08-16,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-08-16,2025-08-16
2025-08-15,120211636986650312,"FB catalog",0,,0,2025-08-15,2025-08-15
2025-08-15,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-08-15,2025-08-15
2025-08-15,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-08-15,2025-08-15
2025-08-14,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-08-14,2025-08-14
2025-08-14,120211636986650312,"FB catalog",0,,0,2025-08-14,2025-08-14
2025-08-14,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-08-14,2025-08-14
2025-08-13,120211636986650312,"FB catalog",0,,0,2025-08-13,2025-08-13
2025-08-13,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-08-13,2025-08-13
2025-08-13,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-08-13,2025-08-13
2025-08-12,120211636986650312,"FB catalog",0,,0,2025-08-12,2025-08-12
2025-08-12,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-08-12,2025-08-12
2025-08-12,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-08-12,2025-08-12
2025-08-11,120211636986650312,"FB catalog",0,,0,2025-08-11,2025-08-11
2025-08-11,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-08-11,2025-08-11
2025-08-11,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-08-11,2025-08-11
2025-08-10,120211636986650312,"FB catalog",0,,0,2025-08-10,2025-08-10
2025-08-10,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-08-10,2025-08-10
2025-08-10,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-08-10,2025-08-10
2025-08-09,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-08-09,2025-08-09
2025-08-09,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-08-09,2025-08-09
2025-08-09,120211636986650312,"FB catalog",0,,0,2025-08-09,2025-08-09
2025-08-08,120211636986650312,"FB catalog",0,,0,2025-08-08,2025-08-08
2025-08-08,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-08-08,2025-08-08
2025-08-08,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-08-08,2025-08-08
2025-08-07,120211636986650312,"FB catalog",0,,0,2025-08-07,2025-08-07
2025-08-07,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-08-07,2025-08-07
2025-08-07,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-08-07,2025-08-07
2025-08-06,120211636986650312,"FB catalog",0,,0,2025-08-06,2025-08-06
2025-08-06,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-08-06,2025-08-06
2025-08-06,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-08-06,2025-08-06
2025-08-05,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-08-05,2025-08-05
2025-08-05,120211636986650312,"FB catalog",0,,0,2025-08-05,2025-08-05
2025-08-05,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-08-05,2025-08-05
2025-08-04,120211636986650312,"FB catalog",0,,0,2025-08-04,2025-08-04
2025-08-04,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-08-04,2025-08-04
2025-08-04,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-08-04,2025-08-04
2025-08-03,120211636986650312,"FB catalog",0,,0,2025-08-03,2025-08-03
2025-08-03,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-08-03,2025-08-03
2025-08-03,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-08-03,2025-08-03
2025-08-02,120211636986650312,"FB catalog",0,,0,2025-08-02,2025-08-02
2025-08-02,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-08-02,2025-08-02
2025-08-02,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-08-02,2025-08-02
2025-08-01,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-08-01,2025-08-01
2025-08-01,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-08-01,2025-08-01
2025-08-01,120211636986650312,"FB catalog",0,,0,2025-08-01,2025-08-01
2025-07-31,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-07-31,2025-07-31
2025-07-31,120211636986650312,"FB catalog",0,,0,2025-07-31,2025-07-31
2025-07-31,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-07-31,2025-07-31
2025-07-30,120211636986650312,"FB catalog",0,,0,2025-07-30,2025-07-30
2025-07-30,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-07-30,2025-07-30
2025-07-30,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-07-30,2025-07-30
2025-07-29,120211636986650312,"FB catalog",0,,0,2025-07-29,2025-07-29
2025-07-29,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-07-29,2025-07-29
2025-07-29,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-07-29,2025-07-29
2025-07-28,120211636986650312,"FB catalog",0,,0,2025-07-28,2025-07-28
2025-07-28,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-07-28,2025-07-28
2025-07-28,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-07-28,2025-07-28
2025-07-27,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-07-27,2025-07-27
2025-07-27,120211636986650312,"FB catalog",0,,0,2025-07-27,2025-07-27
2025-07-27,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-07-27,2025-07-27
2025-07-26,120211636986650312,"FB catalog",0,,0,2025-07-26,2025-07-26
2025-07-26,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-07-26,2025-07-26
2025-07-26,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-07-26,2025-07-26
2025-07-25,120211636986650312,"FB catalog",0,,0,2025-07-25,2025-07-25
2025-07-25,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-07-25,2025-07-25
2025-07-25,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-07-25,2025-07-25
2025-07-24,120211636986650312,"FB catalog",0,,0,2025-07-24,2025-07-24
2025-07-24,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-07-24,2025-07-24
2025-07-24,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-07-24,2025-07-24
2025-07-23,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-07-23,2025-07-23
2025-07-23,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-07-23,2025-07-23
2025-07-23,120211636986650312,"FB catalog",0,,0,2025-07-23,2025-07-23
2025-07-22,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-07-22,2025-07-22
2025-07-22,120211636986650312,"FB catalog",0,,0,2025-07-22,2025-07-22
2025-07-22,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-07-22,2025-07-22
2025-07-21,120211636986650312,"FB catalog",0,,0,2025-07-21,2025-07-21
2025-07-21,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-07-21,2025-07-21
2025-07-21,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-07-21,2025-07-21
2025-07-20,120211636986650312,"FB catalog",0,,0,2025-07-20,2025-07-20
2025-07-20,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-07-20,2025-07-20
2025-07-20,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-07-20,2025-07-20
2025-07-19,120211636986650312,"FB catalog",0,,0,2025-07-19,2025-07-19
2025-07-19,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-07-19,2025-07-19
2025-07-19,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-07-19,2025-07-19
2025-07-18,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-07-18,2025-07-18
2025-07-18,120211636986650312,"FB catalog",0,,0,2025-07-18,2025-07-18
2025-07-18,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-07-18,2025-07-18
2025-07-17,120211636986650312,"FB catalog",0,,0,2025-07-17,2025-07-17
2025-07-17,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-07-17,2025-07-17
2025-07-17,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-07-17,2025-07-17
2025-07-16,120211636986650312,"FB catalog",0,,0,2025-07-16,2025-07-16
2025-07-16,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-07-16,2025-07-16
2025-07-16,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-07-16,2025-07-16
2025-07-15,120211636986650312,"FB catalog",0,,0,2025-07-15,2025-07-15
2025-07-15,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-07-15,2025-07-15
2025-07-15,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-07-15,2025-07-15
2025-07-14,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-07-14,2025-07-14
2025-07-14,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-07-14,2025-07-14
2025-07-14,120211636986650312,"FB catalog",0,,0,2025-07-14,2025-07-14
2025-07-13,120211636986650312,"FB catalog",0,,0,2025-07-13,2025-07-13
2025-07-13,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-07-13,2025-07-13
2025-07-13,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-07-13,2025-07-13
2025-07-12,120211636986650312,"FB catalog",0,,0,2025-07-12,2025-07-12
2025-07-12,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-07-12,2025-07-12
2025-07-12,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-07-12,2025-07-12
2025-07-11,120211636986650312,"FB catalog",0,,0,2025-07-11,2025-07-11
2025-07-11,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-07-11,2025-07-11
2025-07-11,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-07-11,2025-07-11
2025-07-10,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-07-10,2025-07-10
2025-07-10,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-07-10,2025-07-10
2025-07-10,120211636986650312,"FB catalog",0,,0,2025-07-10,2025-07-10
2025-07-09,120211636986650312,"FB catalog",0,,0,2025-07-09,2025-07-09
2025-07-09,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-07-09,2025-07-09
2025-07-09,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-07-09,2025-07-09
2025-07-08,120211636986650312,"FB catalog",0,,0,2025-07-08,2025-07-08
2025-07-08,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-07-08,2025-07-08
2025-07-08,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-07-08,2025-07-08
2025-07-07,120211636986650312,"FB catalog",0,,0,2025-07-07,2025-07-07
2025-07-07,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-07-07,2025-07-07
2025-07-07,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-07-07,2025-07-07
2025-07-06,120211636986650312,"FB catalog",0,,0,2025-07-06,2025-07-06
2025-07-06,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-07-06,2025-07-06
2025-07-06,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-07-06,2025-07-06
2025-07-05,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-07-05,2025-07-05
2025-07-05,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-07-05,2025-07-05
2025-07-05,120211636986650312,"FB catalog",0,,0,2025-07-05,2025-07-05
2025-07-04,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-07-04,2025-07-04
2025-07-04,120211636986650312,"FB catalog",0,,0,2025-07-04,2025-07-04
2025-07-04,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-07-04,2025-07-04
2025-07-03,120211636986650312,"FB catalog",0,,0,2025-07-03,2025-07-03
2025-07-03,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-07-03,2025-07-03
2025-07-03,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-07-03,2025-07-03
2025-07-02,120211636986650312,"FB catalog",0,,0,2025-07-02,2025-07-02
2025-07-02,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-07-02,2025-07-02
2025-07-02,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-07-02,2025-07-02
2025-07-01,120211636986650312,"FB catalog",0,,0,2025-07-01,2025-07-01
2025-07-01,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-07-01,2025-07-01
2025-07-01,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-07-01,2025-07-01
2025-06-30,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-06-30,2025-06-30
2025-06-30,120211636986650312,"FB catalog",0,,0,2025-06-30,2025-06-30
2025-06-30,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-06-30,2025-06-30
2025-06-29,120211636986650312,"FB catalog",0,,0,2025-06-29,2025-06-29
2025-06-29,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-06-29,2025-06-29
2025-06-29,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-06-29,2025-06-29
2025-06-28,120211636986650312,"FB catalog",0,,0,2025-06-28,2025-06-28
2025-06-28,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-06-28,2025-06-28
2025-06-28,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-06-28,2025-06-28
2025-06-27,120211636986650312,"FB catalog",0,,0,2025-06-27,2025-06-27
2025-06-27,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-06-27,2025-06-27
2025-06-27,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-06-27,2025-06-27
2025-06-26,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-06-26,2025-06-26
2025-06-26,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-06-26,2025-06-26
2025-06-26,120211636986650312,"FB catalog",0,,0,2025-06-26,2025-06-26
2025-06-25,120211636986650312,"FB catalog",0,,0,2025-06-25,2025-06-25
2025-06-25,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-06-25,2025-06-25
2025-06-25,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-06-25,2025-06-25
2025-06-24,120211636986650312,"FB catalog",0,,0,2025-06-24,2025-06-24
2025-06-24,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-06-24,2025-06-24
2025-06-24,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-06-24,2025-06-24
2025-06-23,120211636986650312,"FB catalog",0,,0,2025-06-23,2025-06-23
2025-06-23,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-06-23,2025-06-23
2025-06-23,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-06-23,2025-06-23
2025-06-22,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-06-22,2025-06-22
2025-06-22,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-06-22,2025-06-22
2025-06-22,120211636986650312,"FB catalog",0,,0,2025-06-22,2025-06-22
2025-06-21,120211636986650312,"FB catalog",0,,0,2025-06-21,2025-06-21
2025-06-21,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-06-21,2025-06-21
2025-06-21,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-06-21,2025-06-21
2025-06-20,120211636986650312,"FB catalog",0,,0,2025-06-20,2025-06-20
